name	id	iso3166_1_alpha2	iso3166_1_shortname	fips10_4	capital	fifa_code	iso_numeric	iso_alpha_3	administrative_divisions	currency_used	official_language	gdp_nominal	gdp_nominal_per_capita	internet_tld	languages_spoken	form_of_government	national_anthem	currency_formerly_used	calling_code
San Marino	/m/06sff		SAN MARINO	SM	San Marino				Fiorentino,Borgo Maggiore,Chiesanuova,San Marino,Faetano,Acquaviva,Domagnano,Serravalle,Montegiardino	Euro,San Marinese lira	Italian Language			sm	Italian Language	Diarchy,Parliamentary republic		San Marinese lira	
Belgium	/m/0154j		BELGIUM	BE	City of Brussels,Brussels				East Flanders,Luxembourg,Walloon Brabant,Province of Brabant,Namur,Flanders,Limburg,Brussels,Hainaut,Liège,West Flanders,Antwerp,Flemish Brabant	Belgian franc,Euro,Dutch gulden	French Language,Dutch Language,German Language			be	Picard Language,French Language	Parliamentary system,Monarchy,Constitutional monarchy	/m/0d89jcn	Belgian franc,Luxembourgish franc	
Coral Sea Islands	/m/01p88			CR						Australian dollar									
Kenya	/m/019rg5		KENYA	KE	Nairobi				Rift Valley Province,Nyanza Province,Nairobi Province,North Eastern Province,Western Province,Central Province,Coast Province,Eastern Province	East African shilling,Kenya Shilling,Kenyan shilling	English Language,Swahili Language			ke	Maasai Language,Swahili Language,English Language	Semi-presidential system,Republic	/m/0d9h43k		
Majapahit	/m/015mb5																		
Sparta	/m/09472				Sparta														
Wallis and Futuna	/m/082nw		WALLIS AND FUTUNA	WF	Mata-Utu					CFP franc	Fakauvea,Futuna, East Language,French Language			wf				French franc	
Dutch Republic	/m/0dv0z				The Hague														
Saxony	/m/070zc																		
Burma	/m/04xn_			BM	Naypyidaw,Yangon				Tanintharyi Division,Yangon Division,Kayah State,Shan State,Bago Division,Ayeyarwady Division,Sagaing Division,Kachin State,Mon State,Mandalay Division,Magway Division,Kayin State,Chin State,Rakhine State	Myanma kyat	Burmese Language			mm	Tamil Language	Dictatorship,Military junta,Military dictatorship	/m/0d8ryj4	Indian rupee	
Ghana	/m/035dk		GHANA	GH	Accra				Volta Region,Upper East Region,Brong-Ahafo Region,Central Region,Western Region,Ashanti Region,Greater Accra Region,Northern Region,Eastern Region,Upper West Region	Ghanaian cedi	English Language			gh	Akan Language,Twi,Fula language,English Language,Éwé Language	Constitutional republic,Republic,Presidential system			
Hawaii	/m/03gh4																		
Johnston Atoll	/m/03__f			JQ															
Holy Roman Empire	/m/03gk2				Nuremberg,Berlin,Vienna,Rome										Latin Language,Slovenian language,Dutch Language,French Language,German Language,Italian Language,Czech Language				
Corsica	/m/0f0sbl																		
Togo	/m/07f5x		TOGO	TO	Lomé				Kara Region,Maritime Region,Plateaux Region,Centrale Region,Savanes Region	West African CFA franc,CFA franc	French Language			tg,to	Éwé Language,Fula language,French Language,Esperanto Language	Republic			
North Korea	/m/05b7q		"KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF"	KN	Pyongyang				Pyongyang,Kangwon-do,South Hamgyong,Rason,Nampo,Sonbong,Chagang,South Pyongan,North Hwanghae,Ryanggang,Kaesong,South Hwanghae,North Pyongan,North Hamgyong	North Korean won	Korean Language			kp	Korean Language	Socialist Republic,Communist state,Military dictatorship,Single-party state,Republic,Socialist state,Dictatorship	/m/0bb_kq0		
